index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
2271,4.161,12,14724.477,1547.471,7807.94,113.788,113.788,641.365,608.952,1.656,8.853,1.022,17.18,0.34,0.959,0.993
7863,7.148,21,38996.626,2678.065,9123.868,332.332,332.332,817.141,687.103,2.977,15.531,1.036,43.486,0.861,0.983,0.99
8590,5.14,15,21628.084,1924.333,8476.67,175.261,175.261,695.113,633.489,2.085,11.047,1.027,24.509,0.485,0.986,0.993
4529,3.144,9,8377.858,1386.75,7091.441,60.345,60.345,589.863,582.071,1.39,7.517,1.02,12.458,0.247,0.969,0.984
8261,9.3,27,72763.602,3560.382,9743.615,644.732,644.732,1069.829,775.494,4.533,22.848,1.051,89.077,1.763,0.985,0.982
11374,8.206,24,50993.091,3087.451,9297.143,437.961,437.961,904.467,724.272,3.6,18.488,1.042,59.102,1.17,0.998,0.99
6696,1.138,3,453.691,1346.123,6653.821,7.258,7.258,451.038,543.783,1.102,5.9,1.019,8.908,0.077,0.978,0.991
4128,7.148,21,38985.666,2678.081,9132.074,332.118,332.118,826.682,691.837,2.965,15.462,1.035,43.972,0.871,0.967,0.991
892,2.088,6,3966.444,1345.575,6856.012,22.566,22.566,543.636,565.712,1.231,6.593,1.019,21.965,0.191,0.953,0.996
11421,1.138,3,1767.515,1382.609,6650.633,9.269,9.269,475.766,546.861,1.159,6.178,1.019,1.898,0.105,0.998,0.996
10852,8.206,24,50992.344,3087.408,9295.646,437.954,437.954,912.046,725.883,3.603,18.604,1.042,59.765,1.183,0.996,0.984
10269,1.138,3,6535.161,1345.115,6645.39,7.178,7.178,622.931,566.742,1.306,7.016,1.019,19.414,0.294,0.993,0.998
2729,3.144,9,8379.569,1386.76,7130.236,60.36,60.36,587.061,582.631,1.388,7.455,1.02,12.324,0.244,0.961,0.992
10002,4.161,12,14719.036,1547.453,7735.35,113.751,113.751,625.723,601.708,1.662,8.876,1.023,16.541,0.327,0.992,0.994
85,5.14,15,21638.127,1924.328,8503.014,175.304,175.304,722.583,643.99,2.076,11.093,1.026,25.865,0.512,0.95,0.984
10783,2.088,6,3123.42,1350.816,6716.04,23.419,23.419,513.024,556.223,1.208,6.564,1.019,17.251,0.154,0.996,0.977
9095,6.175,18,29765.673,2306.887,8809.599,245.948,245.948,756.477,662.286,2.508,13.125,1.031,33.184,0.657,0.988,0.997
5984,9.3,27,72771.685,3560.412,9760.917,645.092,645.092,1074.681,777.943,4.512,22.593,1.05,89.111,1.764,0.975,0.989
3625,8.206,24,50994.798,3087.539,9314.004,438.086,438.086,929.453,734.952,3.577,18.429,1.041,60.682,1.201,0.965,0.987
3001,5.14,15,21636.127,1924.345,8502.222,175.294,175.294,704.654,638.819,2.076,10.977,1.026,24.913,0.493,0.962,0.996
256,5.14,15,21636.533,1924.315,8495.627,175.286,175.286,728.951,645.018,2.078,11.175,1.026,26.235,0.519,0.951,0.977
6756,7.148,21,38989.99,2678.084,9129.767,332.176,332.176,813.429,687.455,2.969,15.398,1.036,43.106,0.853,0.978,0.997
11103,7.148,21,39009.883,2678.001,9115.29,332.521,332.521,812.186,683.608,2.989,15.646,1.036,43.322,0.858,0.997,0.986
3622,5.14,15,21633.768,1924.328,8491.138,175.305,175.305,711.655,639.679,2.08,11.082,1.026,25.337,0.502,0.965,0.987
7181,9.3,27,72773.496,3560.403,9757.892,645.121,645.121,1066.595,775.731,4.515,22.546,1.051,88.412,1.75,0.98,0.992
290,3.144,9,8379.719,1386.76,7125.014,60.359,60.359,600.563,586.463,1.388,7.53,1.02,12.864,0.255,0.951,0.981
334,2.088,6,6049.323,1351.3,6838.892,23.644,23.644,607.996,575.992,1.297,7.028,1.019,21.871,0.265,0.951,0.986
11298,4.161,12,14717.142,1547.443,7699.06,113.728,113.728,633.38,602.355,1.666,8.989,1.023,16.938,0.335,0.998,0.982
7468,8.206,24,50993.413,3087.481,9309.668,438.037,438.037,907.364,728.169,3.58,18.263,1.042,58.993,1.168,0.981,0.998
5134,5.14,15,21633.731,1924.347,8496.255,175.312,175.312,697.163,636.069,2.078,10.958,1.026,24.535,0.486,0.971,0.999
3946,5.14,15,21635.085,1924.345,8499.257,175.302,175.302,701.623,637.651,2.077,10.972,1.026,24.763,0.49,0.966,0.997
4854,4.161,12,14722.66,1547.465,7784.57,113.787,113.787,635.49,606.392,1.658,8.855,1.023,16.937,0.335,0.97,0.994
4967,9.3,27,72763.989,3560.403,9757.852,644.995,644.995,1087.037,780.706,4.518,22.811,1.05,90.377,1.789,0.971,0.98
7791,7.148,21,39000.823,2678.044,9119.839,332.336,332.336,825.256,688.461,2.982,15.668,1.036,44.133,0.874,0.983,0.982
4906,2.088,6,4563.159,1392.854,6857.024,31.233,31.233,534.728,564.965,1.262,6.719,1.02,0.0,0.17,0.97,1.0
2750,6.175,18,29795.416,2307.284,8835.948,246.262,246.262,773.608,669.469,2.499,13.118,1.03,34.103,0.675,0.961,0.994
11057,6.175,18,29761.3,2306.828,8784.042,246.006,246.006,769.247,663.689,2.517,13.358,1.031,34.106,0.675,0.997,0.981
7064,9.3,27,72762.508,3560.378,9746.608,644.852,644.852,1077.934,777.696,4.53,22.897,1.051,89.781,1.777,0.98,0.979
6618,4.161,12,14720.367,1547.453,7742.738,113.748,113.748,642.267,606.579,1.662,8.97,1.023,17.296,0.342,0.978,0.982
6711,7.148,21,38992.233,2678.075,9127.259,332.242,332.242,818.396,688.284,2.972,15.481,1.036,43.502,0.861,0.978,0.992
11929,5.14,15,21624.934,1924.342,8470.013,175.239,175.239,681.658,628.95,2.087,10.99,1.027,23.803,0.471,1.0,1.0
8882,9.3,27,72776.943,3560.402,9756.073,644.829,644.829,1053.054,772.25,4.515,22.406,1.051,87.153,1.725,0.987,0.999
6242,6.175,18,29790.373,2307.47,8817.788,246.182,246.182,767.991,666.268,2.506,13.174,1.03,33.861,0.67,0.976,0.992
8809,8.206,24,50993.5,3087.477,9303.498,437.95,437.95,910.563,727.437,3.591,18.427,1.042,59.429,1.177,0.987,0.991
1081,2.088,6,4584.789,1344.311,6840.263,22.352,22.352,564.931,568.884,1.251,6.739,1.019,23.374,0.216,0.954,0.991
9442,2.088,6,6378.543,1389.482,6771.133,30.624,30.624,589.171,570.081,1.321,7.149,1.02,1.033,0.238,0.99,0.984
8079,7.148,21,38998.331,2678.058,9122.388,332.323,332.323,818.503,687.138,2.979,15.569,1.036,43.612,0.863,0.984,0.988
7156,2.088,6,5057.464,1394.533,6810.904,31.553,31.553,551.586,566.409,1.28,6.877,1.02,0.0,0.189,0.98,0.99
2026,2.088,6,3480.032,1348.115,6835.746,23.001,23.001,529.421,563.224,1.216,6.532,1.019,19.681,0.172,0.958,0.992
4424,6.175,18,29794.614,2307.296,8832.476,246.244,246.244,765.707,666.903,2.501,13.078,1.03,33.642,0.666,0.968,0.998
5476,5.14,15,21630.83,1924.323,8481.687,175.252,175.252,709.391,638.065,2.083,11.117,1.026,25.257,0.5,0.973,0.985
5640,7.148,21,38996.725,2678.054,9121.603,332.327,332.327,836.364,692.063,2.978,15.724,1.035,44.859,0.888,0.974,0.977
10785,4.161,12,14716.952,1547.441,7693.731,113.727,113.727,638.627,603.575,1.666,9.033,1.023,17.186,0.34,0.996,0.977
480,4.161,12,14724.219,1547.464,7789.985,113.795,113.795,659.62,613.24,1.658,9.0,1.022,18.029,0.357,0.952,0.976
11359,2.088,6,6405.507,1354.896,6744.632,24.235,24.235,593.149,567.071,1.312,7.085,1.02,19.522,0.259,0.998,0.989
8164,2.088,6,6879.225,1378.651,6812.01,28.624,28.624,596.928,570.824,1.331,7.124,1.02,7.225,0.256,0.984,0.998
7787,3.144,9,8375.901,1386.739,7055.126,60.32,60.32,585.214,579.367,1.392,7.538,1.02,12.292,0.243,0.983,0.982
11080,2.088,6,6830.622,1363.083,6739.612,25.738,25.738,606.484,569.633,1.327,7.199,1.02,16.185,0.271,0.997,0.984
1759,5.14,15,21636.381,1924.333,8499.8,175.304,175.304,714.931,641.496,2.077,11.059,1.026,25.473,0.504,0.957,0.988
967,5.14,15,21635.764,1924.316,8493.607,175.314,175.314,726.328,644.072,2.079,11.168,1.026,26.106,0.517,0.954,0.978
6014,3.144,9,8377.98,1386.751,7100.861,60.347,60.347,580.02,579.471,1.39,7.454,1.02,12.057,0.239,0.975,0.993
2575,2.088,6,5232.834,1345.158,6784.165,22.51,22.51,592.385,572.306,1.273,6.959,1.019,24.039,0.246,0.961,0.975
5319,1.138,3,5577.945,1403.165,6716.808,10.652,10.652,595.837,569.504,1.292,6.938,1.019,0.0,0.241,0.972,0.994
5931,1.138,3,3184.982,1413.245,6690.835,11.229,11.229,532.845,560.41,1.216,6.558,1.019,0.0,0.162,0.975,0.984
2770,8.206,24,50994.406,3087.533,9319.93,438.105,438.105,922.951,734.832,3.566,18.23,1.041,59.981,1.187,0.961,0.996
1040,6.175,18,29795.006,2307.313,8835.355,246.292,246.292,785.989,672.94,2.499,13.212,1.03,34.855,0.69,0.954,0.986
7438,5.14,15,21629.956,1924.337,8483.143,175.288,175.288,695.775,634.339,2.083,11.017,1.027,24.517,0.485,0.981,0.995
3760,8.206,24,50994.31,3087.469,9309.116,437.977,437.977,940.336,736.456,3.587,18.664,1.041,61.721,1.222,0.966,0.976
5278,5.14,15,21631.867,1924.329,8486.25,175.286,175.286,706.074,637.593,2.082,11.07,1.026,25.059,0.496,0.972,0.989
9565,8.206,24,50993.123,3087.461,9304.374,438.089,438.089,902.448,725.547,3.588,18.316,1.042,58.736,1.163,0.99,0.997
7153,8.206,24,50993.971,3087.495,9306.49,438.084,438.084,917.257,729.919,3.587,18.443,1.042,59.896,1.186,0.98,0.989
3941,9.3,27,72778.972,3560.423,9776.49,645.097,645.097,1078.765,780.224,4.492,22.348,1.05,89.09,1.764,0.966,0.996
8983,2.088,6,5814.081,1393.295,6780.365,31.331,31.331,572.983,568.328,1.305,7.045,1.02,0.0,0.215,0.988,0.985
6308,9.3,27,72778.914,3560.415,9767.955,644.812,644.812,1065.056,776.171,4.501,22.334,1.051,88.001,1.742,0.976,0.999
4962,4.161,12,14721.306,1547.456,7754.462,113.771,113.771,647.208,608.41,1.661,8.981,1.022,17.508,0.347,0.971,0.98
3217,5.14,15,21635.636,1924.34,8499.435,175.282,175.282,706.021,638.925,2.077,11.001,1.026,24.998,0.495,0.963,0.994
1286,9.3,27,72772.059,3560.426,9781.997,645.053,645.053,1099.207,785.537,4.489,22.516,1.049,90.891,1.799,0.955,0.987
10092,4.161,12,14717.662,1547.443,7702.11,113.714,113.714,639.074,604.042,1.666,9.021,1.023,17.197,0.34,0.993,0.978
5947,8.206,24,50994.389,3087.513,9307.582,438.079,438.079,924.777,732.126,3.586,18.507,1.041,60.481,1.197,0.975,0.985
11396,3.144,9,8375.181,1386.734,7050.038,60.312,60.312,570.063,574.659,1.392,7.465,1.021,11.681,0.231,0.998,0.993
9127,2.088,6,4087.141,1390.78,6752.14,30.807,30.807,531.948,562.574,1.249,6.786,1.02,0.0,0.162,0.989,0.975
6132,4.161,12,14720.531,1547.453,7743.265,113.741,113.741,644.931,607.331,1.662,8.986,1.022,17.417,0.345,0.976,0.98
6337,2.088,6,2891.796,1370.854,6769.832,27.066,27.066,504.554,559.108,1.203,6.523,1.019,6.108,0.131,0.977,0.977
4727,3.144,9,8377.299,1386.747,7078.975,60.331,60.331,592.645,582.442,1.391,7.546,1.02,12.576,0.249,0.97,0.98
4590,1.138,3,4217.243,1414.964,6722.646,11.37,11.37,560.795,565.262,1.251,6.717,1.019,0.0,0.196,0.969,0.991
4373,9.3,27,72774.874,3560.422,9771.128,644.898,644.898,1079.914,780.039,4.5,22.467,1.05,89.345,1.769,0.968,0.992
3837,4.161,12,14722.519,1547.462,7775.717,113.78,113.78,645.098,608.692,1.659,8.931,1.022,17.387,0.344,0.966,0.985
566,9.3,27,72771.07,3560.421,9783.943,644.779,644.779,1104.488,786.937,4.488,22.551,1.049,91.337,1.808,0.952,0.985
11149,8.206,24,50993.113,3087.45,9298.101,437.958,437.958,904.071,724.405,3.598,18.464,1.042,59.043,1.169,0.997,0.991
10524,4.161,12,14719.126,1547.456,7742.723,113.753,113.753,619.823,600.355,1.661,8.825,1.023,16.258,0.322,0.994,1.0
1204,8.206,24,50997.093,3087.587,9316.587,438.09,438.09,945.589,739.647,3.577,18.585,1.041,61.952,1.226,0.955,0.978
11779,8.206,24,50991.44,3087.364,9293.052,437.979,437.979,910.543,724.863,3.607,18.639,1.042,59.711,1.182,1.0,0.983
4127,6.175,18,29792.718,2307.372,8826.372,246.289,246.289,773.703,668.656,2.503,13.17,1.03,34.162,0.676,0.967,0.991
8924,6.175,18,29761.337,2306.848,8790.174,246.004,246.004,777.08,666.463,2.514,13.382,1.03,34.548,0.684,0.988,0.978
10247,6.175,18,29762.594,2306.748,8802.298,245.955,245.955,756.099,661.539,2.511,13.161,1.031,33.199,0.657,0.993,0.995
840,4.161,12,14725.139,1547.473,7815.899,113.809,113.809,646.741,610.756,1.655,8.874,1.022,17.416,0.345,0.953,0.99
7919,9.3,27,72774.742,3560.414,9757.919,645.047,645.047,1059.909,774.09,4.514,22.459,1.051,87.766,1.737,0.983,0.996
4478,6.175,18,29764.919,2306.963,8810.114,246.015,246.015,786.824,670.994,2.507,13.346,1.03,35.026,0.693,0.969,0.978
8070,7.148,21,38998.901,2678.055,9121.885,332.315,332.315,819.513,687.307,2.979,15.586,1.036,43.692,0.865,0.984,0.987
9200,3.144,9,8375.234,1386.736,7044.497,60.312,60.312,581.777,577.958,1.392,7.533,1.02,12.16,0.241,0.989,0.983
10038,4.161,12,14719.412,1547.456,7743.199,113.754,113.754,622.36,601.083,1.661,8.84,1.023,16.376,0.324,0.992,0.998
6491,3.144,9,8377.839,1386.75,7098.906,60.345,60.345,578.355,578.901,1.39,7.448,1.02,11.991,0.237,0.977,0.994
11364,7.148,21,39008.768,2678.013,9116.329,332.508,332.508,808.542,682.806,2.987,15.598,1.036,43.046,0.852,0.998,0.989
5224,5.14,15,21630.885,1924.32,8480.833,175.272,175.272,711.846,638.672,2.083,11.138,1.026,25.393,0.503,0.972,0.983
6079,5.14,15,21632.511,1924.347,8493.331,175.307,175.307,694.179,634.917,2.079,10.953,1.027,24.386,0.483,0.975,1.0
10117,2.088,6,6168.206,1391.482,6758.662,31.004,31.004,583.94,569.23,1.316,7.138,1.02,0.0,0.229,0.993,0.981
1676,3.144,9,8378.771,1386.755,7105.968,60.353,60.353,599.418,585.431,1.389,7.548,1.02,12.83,0.254,0.957,0.979
3614,6.175,18,29791.723,2307.42,8823.387,246.284,246.284,780.185,670.238,2.504,13.234,1.03,34.571,0.684,0.965,0.986
8539,8.206,24,50993.726,3087.483,9302.364,438.042,438.042,915.384,728.402,3.593,18.506,1.042,59.856,1.185,0.986,0.987
8606,3.144,9,8376.866,1386.744,7081.36,60.331,60.331,573.656,576.862,1.391,7.445,1.021,11.81,0.234,0.986,0.995
22,5.14,15,21636.925,1924.315,8496.61,175.282,175.282,729.497,645.272,2.078,11.174,1.026,26.26,0.52,0.95,0.977
5831,9.3,27,72778.558,3560.42,9769.331,645.094,645.094,1068.112,777.031,4.5,22.347,1.05,88.258,1.747,0.974,0.998
8958,4.161,12,14718.796,1547.448,7720.698,113.721,113.721,637.789,604.452,1.664,8.979,1.023,17.116,0.339,0.988,0.982
10953,1.138,3,2045.432,1393.24,6661.942,9.904,9.904,483.535,548.774,1.171,6.242,1.019,0.934,0.113,0.996,0.996
1441,2.088,6,5877.566,1349.388,6808.366,23.292,23.292,607.678,575.283,1.292,7.045,1.019,22.744,0.264,0.956,0.979
11743,8.206,24,50988.209,3087.229,9291.265,437.955,437.955,914.811,725.554,3.61,18.721,1.042,60.106,1.19,1.0,0.979
2602,2.088,6,4871.756,1344.31,6791.189,22.348,22.348,580.269,570.433,1.261,6.874,1.019,23.922,0.232,0.961,0.978
6845,6.175,18,29761.36,2306.771,8802.485,245.923,245.923,778.309,667.91,2.51,13.323,1.03,34.552,0.684,0.979,0.981
11234,3.144,9,8373.397,1386.718,7005.062,60.288,60.288,584.232,577.231,1.394,7.596,1.02,12.282,0.243,0.998,0.975
289,2.088,6,6700.668,1360.796,6831.941,25.381,25.381,627.019,579.275,1.319,7.18,1.019,18.085,0.284,0.951,0.981
11327,6.175,18,29761.804,2306.83,8787.064,246.022,246.022,764.367,662.565,2.516,13.305,1.031,33.79,0.669,0.998,0.985
11632,5.14,15,21624.035,1924.33,8464.704,175.24,175.24,688.61,630.405,2.089,11.066,1.027,24.207,0.479,0.999,0.993
8513,9.3,27,72765.096,3560.387,9744.283,645.086,645.086,1066.99,774.837,4.532,22.8,1.051,88.788,1.758,0.986,0.984
237,4.161,12,14724.427,1547.464,7790.315,113.781,113.781,660.998,613.628,1.658,9.008,1.022,18.09,0.358,0.951,0.975
10873,2.088,6,6859.889,1364.015,6749.7,25.902,25.902,604.847,569.527,1.328,7.183,1.02,15.675,0.269,0.996,0.987
1176,7.148,21,38985.221,2678.085,9129.898,332.114,332.114,851.315,698.351,2.967,15.695,1.035,45.702,0.905,0.955,0.975
8489,3.144,9,8375.549,1386.737,7048.539,60.311,60.311,583.89,578.733,1.392,7.539,1.02,12.243,0.242,0.986,0.982
10864,2.088,6,6979.731,1371.555,6751.996,27.3,27.3,606.598,570.23,1.334,7.218,1.02,11.564,0.269,0.996,0.986
1217,3.144,9,8379.107,1386.757,7113.153,60.352,60.352,599.524,585.725,1.389,7.539,1.02,12.83,0.254,0.955,0.98
9728,9.3,27,72767.429,3560.398,9743.141,644.75,644.75,1057.266,772.34,4.532,22.698,1.051,87.881,1.74,0.991,0.989
2498,6.175,18,29795.026,2307.294,8834.976,246.247,246.247,776.282,670.147,2.499,13.143,1.03,34.271,0.679,0.96,0.992
4594,5.14,15,21633.1,1924.334,8490.923,175.301,175.301,705.729,637.974,2.08,11.043,1.026,25.02,0.495,0.969,0.991
3725,9.3,27,72780.082,3560.428,9779.118,644.835,644.835,1078.203,780.325,4.489,22.288,1.05,88.964,1.761,0.965,0.998
4254,7.148,21,38991.452,2678.067,9125.515,332.202,332.202,838.3,693.568,2.973,15.669,1.035,44.908,0.889,0.968,0.979
621,1.138,3,2392.075,1308.722,6693.063,5.35,5.35,541.619,559.061,1.169,6.299,1.019,31.5,0.193,0.952,0.992
7291,2.088,6,3405.279,1382.314,6773.722,29.197,29.197,513.406,560.457,1.223,6.618,1.02,0.313,0.139,0.981,0.979
4250,3.144,9,8377.42,1386.748,7080.925,60.333,60.333,594.366,583.023,1.39,7.553,1.02,12.644,0.25,0.968,0.979
2926,2.088,6,3184.238,1351.257,6818.288,23.542,23.542,520.649,561.699,1.207,6.502,1.019,17.479,0.16,0.962,0.988
3937,5.14,15,21634.937,1924.342,8498.349,175.328,175.328,702.563,637.828,2.078,10.983,1.026,24.817,0.491,0.966,0.996
674,9.3,27,72779.72,3560.44,9792.759,645.171,645.171,1094.069,785.344,4.473,22.23,1.049,90.097,1.784,0.952,0.997
6333,7.148,21,38999.599,2678.042,9119.659,332.409,332.409,835.415,691.32,2.981,15.751,1.035,44.836,0.888,0.977,0.976
2782,2.088,6,2883.229,1365.972,6855.266,26.201,26.201,498.655,559.19,1.199,6.39,1.019,8.535,0.13,0.961,0.998
4911,7.148,21,38984.149,2678.086,9135.136,332.194,332.194,815.73,689.419,2.962,15.322,1.036,43.154,0.854,0.97,1.0
7040,3.144,9,8375.743,1386.738,7049.098,60.311,60.311,590.574,580.733,1.392,7.573,1.02,12.511,0.248,0.98,0.977
11708,9.3,27,72752.948,3560.339,9719.855,645.005,645.005,1060.08,771.6,4.56,23.14,1.052,88.693,1.756,1.0,0.975
8579,3.144,9,8376.57,1386.742,7073.776,60.329,60.329,575.993,577.292,1.391,7.467,1.021,11.909,0.236,0.986,0.992
6038,9.3,27,72775.783,3560.42,9765.837,644.812,644.812,1069.539,777.086,4.505,22.433,1.05,88.488,1.752,0.975,0.995
1256,6.175,18,29794.01,2307.338,8832.186,246.237,246.237,787.661,673.135,2.5,13.242,1.03,34.973,0.692,0.955,0.984
3179,3.144,9,8379.145,1386.758,7120.485,60.347,60.347,587.755,582.49,1.389,7.47,1.02,12.357,0.245,0.963,0.99
8497,2.088,6,5037.169,1394.884,6780.809,31.612,31.612,553.855,566.058,1.281,6.918,1.02,0.0,0.19,0.986,0.983
10240,8.206,24,50993.156,3087.457,9301.509,437.95,437.95,903.56,725.118,3.593,18.388,1.042,58.907,1.166,0.993,0.994
5040,1.138,3,1733.572,1397.574,6699.654,10.275,10.275,487.282,553.048,1.159,6.215,1.019,0.0,0.11,0.971,0.989
10888,8.206,24,50993.166,3087.453,9297.367,438.006,438.006,907.838,725.207,3.6,18.522,1.042,59.373,1.175,0.996,0.988
8487,1.138,3,5375.167,1357.379,6629.806,7.947,7.947,605.621,566.669,1.277,6.942,1.019,15.442,0.262,0.986,0.982
3883,5.14,15,21633.923,1924.332,8492.898,175.272,175.272,708.252,638.893,2.079,11.05,1.026,25.147,0.498,0.966,0.99
2787,7.148,21,38979.753,2678.082,9138.542,332.169,332.169,823.714,692.554,2.957,15.326,1.035,43.634,0.864,0.961,0.998
23,6.175,18,29793.328,2307.377,8830.433,246.22,246.22,798.166,675.943,2.501,13.328,1.03,35.613,0.705,0.95,0.977
1006,8.206,24,50997.694,3087.622,9318.666,438.035,438.035,942.115,739.317,3.573,18.496,1.041,61.603,1.22,0.954,0.982
637,8.206,24,50995.932,3087.594,9323.835,437.973,437.973,932.288,738.226,3.562,18.257,1.041,60.632,1.2,0.952,0.993
7198,8.206,24,50993.7,3087.489,9308.566,438.046,438.046,912.098,729.113,3.583,18.341,1.042,59.414,1.176,0.98,0.994
7437,4.161,12,14720.945,1547.46,7761.688,113.757,113.757,629.716,603.873,1.66,8.856,1.023,16.697,0.331,0.981,0.995
10715,6.175,18,29762.673,2306.757,8800.274,245.971,245.971,755.112,661.075,2.511,13.165,1.031,33.149,0.656,0.995,0.995
5918,6.175,18,29762.759,2306.847,8807.758,245.922,245.922,779.253,668.645,2.508,13.302,1.03,34.581,0.685,0.975,0.982
2214,1.138,3,4577.568,1414.14,6734.306,11.374,11.374,579.069,569.405,1.262,6.806,1.019,0.0,0.214,0.959,0.987
7946,9.3,27,72776.774,3560.413,9760.377,644.891,644.891,1057.379,773.664,4.51,22.38,1.051,87.459,1.731,0.983,0.999
7022,3.144,9,8375.507,1386.738,7044.041,60.315,60.315,592.198,581.025,1.392,7.588,1.02,12.579,0.249,0.98,0.975
2441,3.144,9,8379.094,1386.757,7117.09,60.352,60.352,592.332,583.733,1.389,7.498,1.02,12.542,0.248,0.96,0.986
7440,7.148,21,38992.861,2678.077,9127.329,332.247,332.247,813.454,686.874,2.972,15.441,1.036,43.158,0.855,0.981,0.995
4989,4.161,12,14721.574,1547.458,7760.396,113.77,113.77,644.565,607.927,1.66,8.954,1.022,17.38,0.344,0.971,0.983
6234,7.148,21,38991.312,2678.078,9127.715,332.197,332.197,820.711,689.062,2.971,15.492,1.036,43.652,0.864,0.976,0.991
3581,9.3,27,72767.25,3560.401,9766.502,644.771,644.771,1092.065,782.564,4.508,22.717,1.05,90.633,1.794,0.965,0.982
10977,7.148,21,39001.931,2678.057,9121.753,332.305,332.305,800.91,681.896,2.981,15.44,1.036,42.399,0.839,0.996,0.998
507,4.161,12,14724.526,1547.466,7796.018,113.798,113.798,656.924,612.751,1.657,8.973,1.022,17.9,0.354,0.952,0.979
9064,2.088,6,6859.536,1380.215,6794.35,28.906,28.906,597.539,570.52,1.331,7.15,1.02,6.787,0.256,0.988,0.994
7500,4.161,12,14719.219,1547.448,7722.168,113.742,113.742,645.757,606.693,1.664,9.028,1.022,17.48,0.346,0.982,0.976
6960,4.161,12,14721.144,1547.461,7764.186,113.765,113.765,631.454,604.457,1.66,8.863,1.023,16.774,0.332,0.979,0.994
8972,9.3,27,72763.49,3560.38,9741.124,644.893,644.893,1065.708,774.305,4.535,22.841,1.051,88.742,1.757,0.988,0.983
9733,5.14,15,21625.962,1924.327,8469.357,175.263,175.263,695.411,632.825,2.087,11.088,1.027,24.557,0.486,0.991,0.99
11835,1.138,3,5007.334,1360.942,6622.3,8.07,8.07,581.528,561.378,1.266,6.831,1.019,13.025,0.238,1.0,0.99
180,1.138,3,314.48,1349.466,6728.353,7.553,7.553,451.45,547.742,1.096,5.843,1.019,4.567,0.071,0.95,0.995
9376,8.206,24,50986.336,3087.18,9295.35,438.011,438.011,924.473,729.052,3.604,18.747,1.042,60.784,1.203,0.99,0.976
558,1.138,3,5667.729,1405.354,6739.88,10.889,10.889,614.909,575.43,1.295,7.009,1.019,0.0,0.255,0.952,0.985
3488,6.175,18,29795.743,2307.267,8836.797,246.269,246.269,767.783,667.877,2.499,13.07,1.03,33.745,0.668,0.964,0.998
7734,4.161,12,14719.048,1547.447,7719.973,113.744,113.744,645.306,606.48,1.664,9.029,1.022,17.462,0.346,0.983,0.976
2296,2.088,6,2951.386,1356.869,6848.986,24.556,24.556,506.833,560.12,1.2,6.411,1.019,13.829,0.142,0.959,0.996
6394,5.14,15,21629.237,1924.318,8476.113,175.28,175.28,709.243,637.448,2.085,11.146,1.026,25.274,0.5,0.977,0.983
10285,8.206,24,50992.864,3087.453,9303.591,437.958,437.958,898.469,724.311,3.589,18.287,1.042,58.429,1.157,0.993,0.999
2045,3.144,9,8380.164,1386.763,7142.349,60.36,60.36,586.824,582.991,1.388,7.439,1.02,12.308,0.244,0.958,0.994
550,2.088,6,6102.442,1351.655,6831.687,23.708,23.708,610.643,576.322,1.299,7.053,1.019,21.991,0.268,0.952,0.984
5736,4.161,12,14721.489,1547.46,7763.537,113.77,113.77,638.845,606.479,1.66,8.912,1.023,17.115,0.339,0.974,0.988
5638,5.14,15,21628.97,1924.31,8473.534,175.237,175.237,716.656,639.272,2.085,11.21,1.026,25.683,0.508,0.974,0.977
7434,1.138,3,1923.147,1400.136,6694.754,10.37,10.37,485.275,551.238,1.166,6.223,1.019,0.0,0.111,0.981,0.995
10779,7.148,21,39016.015,2677.937,9110.725,332.559,332.559,823.047,685.625,2.994,15.814,1.036,44.175,0.875,0.996,0.976
9678,4.161,12,14718.436,1547.448,7718.042,113.74,113.74,634.721,603.499,1.664,8.964,1.023,16.977,0.336,0.991,0.984
2059,8.206,24,50994.545,3087.545,9321.217,438.107,438.107,926.047,735.958,3.565,18.239,1.041,60.197,1.192,0.958,0.995
8763,7.148,21,39001.698,2678.046,9119.965,332.425,332.425,818.583,686.575,2.982,15.612,1.036,43.668,0.865,0.987,0.986
4533,7.148,21,38989.822,2678.072,9127.564,332.194,332.194,832.461,692.399,2.971,15.587,1.035,44.464,0.88,0.969,0.984
1685,3.144,9,8378.886,1386.756,7108.544,60.351,60.351,598.597,585.283,1.389,7.54,1.02,12.796,0.253,0.957,0.98
4775,6.175,18,29789.875,2307.504,8817.0,246.219,246.219,778.681,669.247,2.506,13.257,1.03,34.516,0.683,0.97,0.985
8825,6.175,18,29762.974,2306.787,8806.418,245.941,245.941,761.207,663.373,2.509,13.176,1.031,33.489,0.663,0.987,0.993
7385,6.175,18,29764.028,2306.867,8808.634,245.939,245.939,768.53,665.666,2.508,13.218,1.03,33.925,0.672,0.981,0.989
